objectid,cod_ciclovia,designacao,nome_projeto,hierarquia,tipologia,nivel_segregacao,tipo_intervencao,situacao,ano,entidade_resp,freguesia,comprimento_m,comp_km
150199,0529,Praça do Marquês de Pombal,,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,CML/DMM; UCT,Avenidas Novas,13.39,0.01339
150208,0210,Ponte ciclopedonal sobre a CRIL - Bairro da Boavista - Alfragide,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,90.28,0.09028
150209,0298,Rua B do Bairro da Liberdade,Corredor Estruturante do Vale de Alcântara - Unidade de Projeto Estação de Campolide,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2019,CML/DMAEVCE,Campolide,14.82,0.01482
150221,0152,Parque da Bela Vista - Parque hortícola de Chelas,Parque da Bela Vista - Parque hortícola de Chelas,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Marvila,754.32,0.75432
150224,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,19.23,0.01923
150225,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,6.43,0.00643
150226,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,SRU,Santa Clara,110.58,0.11058
150227,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,16.01,0.01601
150228,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,10.700000000000001,0.0107
150234,0218,Rua António Quadros,,Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Lumiar,125.87,0.12587
150250,0566,Rua Interior à Alameda da Universidade,Via Lateral do Campo Grande,Principal,Contrassentido,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; EMEL,Alvalade,29.73,0.02973
150251,0566,Rua Interior à Alameda da Universidade,Via Lateral do Campo Grande,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; EMEL,Alvalade,12.43,0.01243
150254,0294,Santa Apolónia - Parque das Nações,T22 - Santa Apolónia - Parque das Nações,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2013,CML/DMEVAE,Marvila,128.17000000000002,0.12817
150255,0294,Santa Apolónia - Parque das Nações,T22 - Santa Apolónia - Parque das Nações,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2013,CML/DMEVAE,Marvila,128.41,0.12841
150257,0043,Tapada da Ajuda,Tapada da Ajuda,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,222.71,0.22271
150258,0043,Tapada da Ajuda,Tapada da Ajuda,Local,Contrassentido,Faixa ciclável (separação visual),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,816.84,0.81684
150259,0043,Tapada da Ajuda,Tapada da Ajuda,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,207.89000000000001,0.20789
150260,0186,Rua Dom Francisco Manuel de Melo,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,218.63,0.21863
150261,0186,Rua Dom Francisco Manuel de Melo,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,221.05,0.22105
150280,0485,Rua Marquês de Olhão,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,304.21,0.30421
150281,0485,Rua Marquês de Olhão,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,275.07,0.27507
150287,0268,Estrada da Pontinha - Avenida Prof. Gama Caeiro,Ligação Ciclável Pontinha-Av. Professor Gama Caeiro,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2022,CML/DMAEVCE,Carnide,441.47,0.44147
150288,0022,Avenida Lusíada,Avenida Lusíada,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; EMEL,São Domingos de Benfica,1968.69,1.96869
150291,0191,Quinta dos Alcoutins,Corredor Verde Periférico - Parque da Encosta do Olival - Percurso dos Alcoutins,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2023,CML/DMAEVCE,Lumiar,167.05,0.16705
150298,0661,Rua do Rio Zêzere,Quinta da Paz - Cemitério de Carnide (1ª fase),Complementar,Zona de Coexistência,Via banalizada (coexistência),Definitiva,Executado,2016,CML,Carnide,38.64,0.03864
150299,0661,Rua do Rio Zêzere,Quinta da Paz - Cemitério de Carnide (1ª fase),Complementar,Zona de Coexistência,Via banalizada (coexistência),Definitiva,Executado,2016,CML,Carnide,29.740000000000002,0.02974
150300,0295,Telheiras - Campo Grande (Via Cidade Universitária),T11 - Telheiras - Campo Grande (Via Cidade Universitária),Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2009,CML/DMEVAE,Alvalade,89.81,0.08981
150302,0186,Rua Marquês de Subserra,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,208.14000000000001,0.20814
150317,0242,Avenida de Brasília,Avenida de Brasília,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML/DMU/DEP,Belém,1133.18,1.13318
150320,0685,Avenida Infante Dom Henrique,Avenida Infante Dom Henrique (Terminal de Cruzeiros - Estação de Santa Apolónia),Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,São Vicente,6.140000000000001,0.00614
150321,0186,Rua Marquês de Subserra,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,205.79,0.20579
150329,0307,Campo Grande,,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Alvalade,742.72,0.74272
150332,0141,Azinhaga da Cidade,Requalificação do espaço público na Azinhaga da Cidade,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,EMEL,Lumiar,341.73,0.34173
150335,0290,Rua Infante Dom Pedro,T12 - Rua de Entrecampos/Rua Infante Dom Pedro,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2015,CML/DMEVAE,Alvalade,112.82000000000001,0.11282
150336,0290,Rua Infante Dom Pedro,T12 - Rua de Entrecampos/Rua Infante Dom Pedro,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2015,CML/DMEVAE,Alvalade,109.92,0.10992
150338,0250,Rua Brito Aranha,Bairro Arco Cego,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Areeiro,28.73,0.02873
150339,0023,Rua Prof. Fernando da Fonseca,Rua Prof. Fernando da Fonseca,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; CML/DMMC/DIOA,Lumiar,853.19,0.85319
150341,0186,Rua Sampaio e Pina,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,212.3,0.2123
150343,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2009,CML/DMEVAE,Alcântara,16.36,0.01636
150345,0523,Passeio do Tejo,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,61.14,0.06114
150347,0050,Alameda dos Oceanos,Alameda dos Oceanos Norte,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Parque das Nações,31.060000000000002,0.03106
150353,0481,Eixo Central,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Lumiar,154.82,0.15482
150356,0199,Ponte ciclopedonal Bairro de Santa Cruz Benfica - Amadora,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,135.39000000000001,0.13539
150360,0260,Avenida do Brasil,T05 - Jardim do Campo Grande - Parque Vale de Chelas,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2011,CML/DMEVAE,Alvalade,324.27,0.32427
150364,0250,Rua Brito Aranha,Bairro Arco Cego,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Areeiro,3.3000000000000003,0.0033
150368,0160,Rua Ten. Coronel Ribeiro dos Reis,T01 - Parque Florestal de Monsanto - Parque da Quinta da Granja,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Benfica,205.22,0.20522
150369,0286,Praça São Francisco de Assis - Avenida das Nações Unidas,Praça São Francisco de Assis - Avenida das Nações Unidas,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2019,CML/DMM,Carnide,489.18,0.48918
150370,0093,Avenida Marechal Teixeira Rebelo,Avenida Marechal Teixeira Rebelo,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Benfica,264.98,0.26498
150374,0043,Tapada da Ajuda,Tapada da Ajuda,Local,Contrassentido,Faixa ciclável (separação visual),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,585.32,0.58532
150375,0043,Tapada da Ajuda,Tapada da Ajuda,Local,Faixa Ciclável,Faixa ciclável (separação visual),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,68.02,0.06802
150376,0043,Tapada da Ajuda,Tapada da Ajuda,Local,Contrassentido,Faixa ciclável (separação visual),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,230.58,0.23058
150377,0043,Tapada da Ajuda,Tapada da Ajuda,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,589.65,0.58965
150400,0522,Passeio do Sapal,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,103.61,0.10361
150401,0073,Rua da Palma,Avenida Almirante Reis - Fase 2,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2022,CML/DMM; CML/DMMC/DIOA,Santa Maria Maior,293.47,0.29347
150405,0285,Avenida Calouste Gulbenkian,Corredor Estruturante do Vale de Alcântara - Estação de Campolide-Avenida Calouste Gulbenkian,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Campolide,727.53,0.72753
150406,0115,Rua Marquês de Fronteira,Rua Marquês de Fronteira,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Campolide,36.83,0.03683
150412,0189,Via do Oriente,Fundo Ambiental - Lisboa/Loures (Sacavém),Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,EMEL,Parque das Nações,11.53,0.01153
150417,0093,Avenida Marechal Teixeira Rebelo,Avenida Marechal Teixeira Rebelo,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,Sem dados,CML,Benfica,20.94,0.02094
150418,0070,Rua Fernando Namora,Arruamento Escola Básica de São Vicente de Telheiras,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMAEVCE,Lumiar,81.15,0.08115
150449,0485,Rua Lino Helder,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,67.58,0.06758
150450,0485,Rua Rocha Santos,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,173.44,0.17344
150451,0485,Rua Manuel José da Silva,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,157.9,0.1579
150452,0485,Rua Luís Cadote,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,47.81,0.04781
150453,0485,Rua Vicente Ribeiro,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,184.20000000000002,0.1842
150454,0485,Rua Rocha Santos,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,144.27,0.14427
150455,0485,Largo da Madre de Deus,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,57.160000000000004,0.05716
150456,0485,Rua Dom Luís Coutinho,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,211.16,0.21116
150457,0485,Rua Carlos José Caldeira,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,58.34,0.05834
150458,0485,Rua Vicente Ribeiro,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,129.34,0.12934
150459,0485,Rua Dom Luís Coutinho,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,249.9,0.2499
150461,0112,Rua Prof. Jorge da Silva Horta,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,169.53,0.16953
150465,0485,Rua José Leilote,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,266.28000000000003,0.26628
150468,0487,Rua Francisco Metrass,Bairros 30+Bici - Bairro de Campo de Ourique,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campo de Ourique,204.83,0.20483
150469,0487,Rua do Quatro de Infantaria,Bairros 30+Bici - Bairro de Campo de Ourique,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campo de Ourique,200.66,0.20066
150470,0487,Rua Tomás de Anunciação,Bairros 30+Bici - Bairro de Campo de Ourique,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campo de Ourique,639.59,0.63959
150471,0112,Rua da Venezuela,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,10.94,0.01094
150660,0110,Rua Dom Cristóvão da Gama,Bairros 30+Bici - Bairro do Restelo,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Belém,835.23,0.83523
150784,0487,Rua de Campo de Ourique,Bairros 30+Bici - Bairro de Campo de Ourique,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campo de Ourique,131.21,0.13121
150955,0110,Rua Dom Francisco de Almeida,Bairros 30+Bici - Bairro do Restelo,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Belém,583.58,0.58358
150991,0371,Avenida Marechal Craveiro Lopes,Calvanas,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,213.28,0.21328
150992,0371,Avenida Marechal Craveiro Lopes,Calvanas,Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,214.5,0.2145
151208,0510,Praça da Figueira,LSML 1 - Praça da Figueira,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Santa Maria Maior,190.35,0.19035
151229,0111,Rua da Igreja ao Bairro da Liberdade,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,199.34,0.19934
151230,0112,Rua Actor Vasco Santana,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,219.43,0.21943
151231,0112,Rua Actor Estevão Amarante,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,223.3,0.2233
151232,0111,Rua Carlos Conde,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,233.14000000000001,0.23314
151233,0111,Rua Inácio Pardelhas Sanchez,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,468.93,0.46893
151234,0111,Rua do Cotovelo,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,120.03,0.12003
151235,0111,Rua Padre Domingos Maurício dos Santos,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,300.16,0.30016
151236,0111,Rua Particular 3 do Bairro da Liberdade,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,135.5,0.1355
151237,0111,Rua Padre José Gallea,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,195.36,0.19536
151238,0111,Rua dos Arcos,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,252.87,0.25287
151239,0111,Rua dos Arcos,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,239.16,0.23916
151240,0111,Rua João da Mota e Silva,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,86.46000000000001,0.08646
151242,0110,Rua Soldados da Índia,Bairros 30+Bici - Bairro do Restelo,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Belém,499.66,0.49966
151243,0110,Rua Tristão da Cunha,Bairros 30+Bici - Bairro do Restelo,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Belém,676.94,0.67694
151257,0487,Rua Coelho da Rocha,Bairros 30+Bici - Bairro de Campo de Ourique,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campo de Ourique,421.13,0.42113
151274,0111,Rua Miguel Ângelo de Blasco,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,269.59000000000003,0.26959
151275,0111,Rua Padre Domingos Maurício dos Santos,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,297.39,0.29739
151276,0111,Rua Carlos Conde,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,236.31,0.23631
151277,0111,Rua Miguel Ângelo de Blasco,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,274.66,0.27466
151292,0112,Rua Doutor José Alberto de Faria,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,377.23,0.37723
151293,0036,Rua Maria Amália Vaz de Carvalho,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,448.15000000000003,0.44815
151294,0036,Rua Marquesa de Alorna,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,8.73,0.00873
151295,0036,Rua Carlos Malheiro Dias,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,9.97,0.00997
151296,0081,Rua Marquesa de Alorna,Rua Marquesa de Alorna,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,211.70000000000002,0.2117
151361,0079,Rua José Duro,Rua José Duro,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,140.70000000000002,0.1407
151362,0036,Rua António Ramalho,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,99.43,0.09943
151363,0036,Rua Silva e Albuquerque,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,382.39,0.38239
151364,0036,Rua António Patrício,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,260.5,0.2605
151365,0036,Rua Maria Amália Vaz de Carvalho,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,448.13,0.44813
151366,0079,Rua José Duro,Rua José Duro,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,214.59,0.21459
151367,0036,Rua Silva e Albuquerque,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,265.66,0.26566
151368,0081,Rua Marquesa de Alorna,Rua Marquesa de Alorna,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,149.67000000000002,0.14967
151369,0036,Rua Carlos Malheiro Dias,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,251.92000000000002,0.25192
151370,0036,Rua Carlos Malheiro Dias,Bairros 30+Bici - Bairro de Alvalade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Alvalade,122.75,0.12275
151371,0397,Rua de Ovar,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,95.87,0.09587
151372,0397,Rua Engº Cunha Leal,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,56.24,0.05624
151373,0397,Rua Engº Cunha Leal,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,149.86,0.14986
151374,0397,Rua Engº Cunha Leal,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,323.18,0.32318
151375,0397,Praça Dr. Fernando Amado,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,31.96,0.03196
151376,0397,Praça Dr. Fernando Amado,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,25.55,0.02555
151681,0397,Rua Engº Cunha Leal,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,325.07,0.32507
151682,0397,Praça Eduardo Mondlane,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,237.32,0.23732
151683,0397,Rua Engº Cunha Leal,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,142.66,0.14266
151684,0397,Avenida João Paulo II,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,405.73,0.40573
151685,0397,Avenida João Paulo II,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,390.92,0.39092
151686,0397,Praça Dr. Fernando Amado,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,187.81,0.18781
151687,0397,Rua de Ovar,Bairros 30+Bici - Bairro do Condado,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Marvila,113.28,0.11328
151688,0396,Rua Cardeal Mercier,Bairros 30+Bici - Bairro Santos,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,247.44,0.24744
151689,0396,Rua Cardeal Mercier,Bairros 30+Bici - Bairro Santos,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,38.12,0.03812
151690,0396,Rua Filipe da Mata,Bairros 30+Bici - Bairro Santos,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,72.94,0.07294
